"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	1927	3	7	9	27		4	3	1576	7.6			"n"	"JAPAN"	"HYOGO"	"TSUIYAMA"	35.65	134.833	24.815				0	10				0.15		2	12													
	1927	3	7	9	27		4	3	1576	7.6			"n"	"JAPAN"	"KYOTO"	"HAMAZUME"												0.6		1														
	1927	3	7	9	27		4	3	1576	7.6			"n"	"JAPAN"	"IWATE"	"MINATO"	34.63	138.91	363.58									0.6		1														
	1927	3	7	9	27		4	3	1576	7.6			"n"	"JAPAN"	"IWATE"	"NAKANO"	36.18	133.2	183.218									0.6		1														
	1927	3	7	9	27		4	3	1576	7.6			"n"	"JAPAN"	"IZU-OSHIMA, TOKYO"	"OSHIMA"	34.7	139.4	404.304									0.15		1														
	1927	8	5	21	13	1.1	4	1	1578	6.9			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	194.275	6	21	52	0	40						2														
	1927	8	5	21	13	1.1	4	1	1578	6.9			"n"	"JAPAN"	"MIYAGI"	"TSUKIHAMA"	38.567	141.45	88.319	5	21	46	0	34				0.03		2	20	"F"												
	1927	8	5	21	13	1.1	4	1	1578	6.9			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	62.407				0	30						2														
	1927	8	5	21	13	1.1	4	1	1578	6.9			"n"	"JAPAN"	"MIYAGI"	"HANABUCHI"	38.267	141.033	94.11									0.08		2	25	"F"												
	1927	8	5	21	13	1.1	4	1	1578	6.9			"n"	"JAPAN"	"MIYAGI"	"ISHINOMAKI"	38.417	141.267	86.141	5	21	54	0	42				0.03		2	18	"F"												
	1927	8	18	19	28		4	1	1579	6.4			"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	214.945									0.15		2	5													
	1927	8	18	19	28		4	1	1579	6.4			"n"	"JAPAN"	"CHIBA"	"CHOSHI"	35.75	140.867	200.678	18	1	2	0	34				0.18		2	5													
	1927	9	6				1	9	5498				"m"	"MEXICO"		"TEHUANTEPEC"	16.1	-95	965.687											1														
	1927	9	6				1	9	5498				"m"	"MEXICO"	"OAXACA"	"SALINA CRUZ"	16.175	-95.2	943.443											1														
	1927	9	6				1	9	5498				"m"	"MEXICO"		"GUAYMAS"	27.918	-110.9	1401.347											1														
	1927	9	11	22	15	48	4	1	2299	6.8			"n"	"UKRAINE"		"BALAKLAVA, CRIMEA"	44.5	33.6	72.494									1		1										1	2	1		
	1927	10	12	8	31	0	2	8	1583				"n"	"USA"	"AK"	"KETCHIKAN, AK"	55.333	-131.633		12	8	31						0.03		1	11													
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"ICY STRAITS, AK"	58.2	-135.5	66.075											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"PETERSBURG, AK"	56.8	-132.97	211.751											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"KETCHIKAN, AK"	55.333	-131.633	378.675											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"CAPE ST ELIAS, AK"	59.8	-144.6	546.426											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"y"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3	-157.867	4410.772											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"WA"	"SEATTLE, WA"	47.6	-122.33	1452.314											7														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"JUNEAU, AK"	58.3	-134.42	118.899											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"WRANGELL, AK"	56.47	-132.38	261.73											1														
	1927	10	24	15	59	44.8	3	3	1584	7.1			"n"	"USA"	"AK"	"SKAGWAY, AK"	59.44	-135.33	199.626											1														
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	3757.704	4	18	56	5	6				0.1		2	12													
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	3913.624									0.1		2	20													
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"SURF, CA"	34.67	-120.58	23.817									1.8		1		"R"								1				
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"PISMO BEACH, CA"	35.13	-120.63	37.546											1														
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	365.274	4	15	0	1	9				0.02		2	12	"R"												
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"SAN DIEGO, CA"	32.715	-117.174	406.615											2		"R"												
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	390.542	4	15	10	1	19				0.04		2	15	"R"												
	1927	11	4	13	50	43	4	1	1585	7.3			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	40.382									1.2		1	15	"F"												
	1927	11	21	23	12	25	3	1	1586	7.1			"n"	"CHILE"	"AYSEN"	"PUERTO AISEN"	-45.45	-72.97	94.492										100	1														
	1927	12	1	4	37	27	3	1	1587	6.3			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE"	-0.8734	119.8761	27.42											1										1				
	1927	12	1	4	37	27	3	1	1587	6.3			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU BAY, SULAWESI"	-0.9	119.8667	28.868									15		1			14	1			50	1		1				
	1927	12	28	18	20	34.2	4	1	1589	7.5			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	5157.075	29	2	2	7	42				0.1		2	20													
	1927	12	28	18	20	34.2	4	1	1589	7.5			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	5459.801	29	2	8	7	48				0.1		2	17													
	1928	2	9				2	1	1591	5.8			"n"	"CANADA"	"BC"	"BAMFIELD, BRITISH COLUMBIA"	48.837	-125.137	20.722											1														
	1928	3	22	4	17		4	1	1592	7.7			"n"	"MEXICO"	"OAXACA"	"PUERTO ANGEL"	15.667	-96.483	41.062											1														
	1928	3	31	0	29	47	1	1	1594	6.5			"n"	"TURKEY"		"IZMIR [SMYRNA]"	38.4188	27.12866	42.617											1														
	1928	3	31				1	0	1595				"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	5.553											1														
	1928	4	9	17	34	15	1	1	1596	6.9			"n"	"PERU"		"INAMBARI"	-12.7	-69.717	35.536											7			10	1										
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"CHANIA, ISLAND OF CRETE"	35.5122	24.0156	290.586											1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"NAUPLION"	37.56666	22.8	51.223											1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"KARYSTOS, ISLAND OF EUOBEA"	38.015	24.42	124.719									0.3		1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"CHALKIS, ISLAND OF EUOBEA"	38.462778	23.59	72.851											1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"PIRAEUS"	37.95	23.641	56.592											1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"SKYROS"	38.905	24.57	169.918											1														
	1928	4	22	20	13	46	3	1	1597	6			"n"	"GREECE"		"ALEXANDROUPOLIS"	40.8445	25.88	401.487									0.6		1														
	1928	4	27				2	2	3656				"n"	"GREECE"		"SYROS"	37.45	24.9										0.6																
	1928	5	3	1	25	13	2	1	1600	4.3			"n"	"GREECE"		"STRYMONIK GULF"	40.667	23.833	251.055											1														
	1928	5	18				2	1	1601				"n"	"TONGA"		"LIFUKA ISLAND"	-19.8	-174.35	3.482											1														
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"CHIBA"	"CHOSHI"	35.75	140.867	514.393	27	11	15	1	25				0.01		2	5													
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	239.185				0	45						2														
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"MIYAGI"	"TSUKIHAMA"	38.567	141.45	219.326	27	10	32	0	42				0.06		2	12	"F"												
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"MIYAGI"	"HANABUCHI"	38.267	141.033	268.537	27	11	10	1	20				0.09		2														
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"MIYAGI"	"ISHINOMAKI"	38.417	141.267	242.392	27	11	14	1	24				0.13		2	15	"F"												
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	111.199				0	24						2														
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	395.184	27	11	15	1	25				0.45		2	15													
	1928	5	27	9	50	0	4	1	1602	7			"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	153.649	27	10	32	0	42				0.1		2	15	"F"												
	1928	6	15	6	12	36	3	1	1603	7			"n"	"PHILIPPINES"		"MANGARIN PORT, MINDORO ISLAND"	12.3489	121.1158	24.139											1										1				
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	8857.694	16	18	1	14	42						2	20													
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"MEXICO"		"CHACALMA (CHAKAHUA, CHACAHUA)"	15.691	-96.618	58.268										45	1														
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"MEXICO"	"OAXACA"	"PUERTO ANGEL"	15.667	-96.483	71.446										55	1										1				
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	3470.515									0.1		2														
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	6133.701	16	11	18	8	24				0.2		2	12													
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	4509.512	17	20	20	17	1				0.04		2	15	"F"												
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	6406.895	16	12		9					0.05		2	16													
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"MEXICO"	"OAXACA"	"HUATULCO"	15.844	-96.327	78.595											1														
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	2761.573									0.1		2														
	1928	6	17	3	19	33.1	4	1	1605	7.7			"n"	"USA"	"CA"	"SAN DIEGO, CA"	32.715	-117.174	2745.133									0.02		2	15													
	1928	8	4				4	7	1607		394		"n"	"INDONESIA"	"EAST NUSA TENGGARA"	"PALU ISLAND, FLORES SEA"	-8.32	121.708	0									10		1			128	3										
	1928	8	4				4	7	1607		394		"n"	"INDONESIA"	"EAST NUSA TENGGARA"	"FLORES ISLAND"	-8.5	121	80.473									10		1														
	1928	9	13				-1	9	2381				"y"	"VENEZUELA"		"CARUPANO"	10.65	-62.333												1														
	1928	12	1	4	6	12	3	1	1609	7.6			"n"	"CHILE"	"TALCA"	"CONSTITUCION"	-35.333	-72.417	52.991									1.5		1														
	1928	12	1	4	6	12	3	1	1609	7.6			"n"	"CHILE"	"TALCA"	"OFFSHORE CONSTITUCION"	-35.25	-72.5	53.351											1														
	1928	12	19	11	37	10	3	1	1611	7.3			"n"	"PHILIPPINES"		"ILLANA BAY, MINDANAO ISLAND"	7.77	123.45	104.588											1			4	1			102	2		2				
	1928	12	19	11	37	10	3	1	1611	7.3			"n"	"PHILIPPINES"		"COTABATO, MINDANAO ISLAND"	7.217	124.248	36.421											1														
	1929	1	17	11	52		4	1	1612	6.9			"n"	"VENEZUELA"		"MANICUARE"	10.559	-63.363	244.858											1														
	1929	1	17	11	52		4	1	1612	6.9			"n"	"VENEZUELA"		"PUERTO SUCRE"	10.45	-63.816	195.978											1										1				
	1929	1	17	11	52		4	1	1612	6.9			"n"	"VENEZUELA"		"CUMANA"	10.483	-64.2	153.78									6		1										1		1		1
	1929	1	17	11	52		4	1	1612	6.9			"n"	"VENEZUELA"		"EL BARBUDO"	10.467	-64.167	157.538											1										1				
	1929	1	17	11	52		4	1	1612	6.9			"n"	"VENEZUELA"		"EL SALADO, CUMANA"	10.47	-64.188	155.218									2.74		1										1		1		1
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	3957.725	7	7	34	5	59				0.02		2	15													
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"USA"	"HI"	"WAILUA RIVER, KAUAI, HI"	22.046	-159.338	3324.688									0.4		1														
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	3440.791	7	5	58	4	24				0.1		2	12													
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"JAPAN"	"WAKAYAMA"	"KUSHIMOTO"	33.467	135.783	4771.513									0.1		2														
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"USA"	"AK"	"CHERNI ISLAND, FOX ISLANDS, AK"	54.63	-162.37	647.286									1		1										1				
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	3688.769	7	6	15	4	42				0.2		2	15	"R"								1				
	1929	3	7	1	34	37.9	4	1	1613	7.8			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	3098.553	7	6	39	5	4				0.06		2	13	"F"												
	1929	5	21	16	35		4	1	1614	7.1			"n"	"JAPAN"	"MIYAZAKI"	"ABURATSU"	31.583	131.417	75.399											2														
	1929	5	26	22	39	54	3	1	1616	7			"n"	"CANADA"	"BC"	"MASSET"	54.01	-132.15	343.913											7														
	1929	5	26	22	39	54	3	1	1616	7			"n"	"CANADA"	"BC"	"SKIDEGATE, BRITISH COLUMBIA"	53.25	-132	259.548											1														
	1929	5	26	22	39	54	3	1	1616	7			"n"	"CANADA"	"BC"	"QUEEN CHARLOTTE, BRITISH COLUMBIA"	53.25	-132.08	261.046									1.5		1														
	1929	6	13	9	24	34	2	1	1617	7.2			"n"	"PHILIPPINES"		"CAPE LAMON"	8.47	126.38	68.348											1														
	1929	6	13	9	24	34	2	1	1617	7.2			"n"	"PHILIPPINES"		"BUTUAN"	8.949	125.544	167.737											1														
	1929	6	13	9	24	34	2	1	1617	7.2			"n"	"PHILIPPINES"		"HINATUAN"	8.37	126.3342	74.716											1														
	1929	6	13	9	24	34	2	1	1617	7.2			"n"	"PHILIPPINES"		"EBRO"	8.44	125.94	116.909											7														2
	1929	6	16	22	47	32	2	3	1618	7.5			"n"	"NEW ZEALAND"		"KARAMEA"	-41.25	172.117	56.631									2.5		1														
	1929	6	16	22	47	32	2	3	1618	7.5			"n"	"AUSTRALIA"		"FORT DENISON, SYDNEY HARBOR"	-33.85	151.233	2040.876									0.1		2	45													
	1929	8	9				2	9	1620				"m"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	5.553											1														
	1929	8	12	11	24	0	0	1	2365				"n"	"USA"	"NY"	"HORSESHOE LAKE, NY"	44.117	-74.617	327.042											7														
	1929	11	9				2	0	4417				"n"	"INDONESIA"	"ACEH"	"TJALANG, N.W. SUMATRA"	4.633	95.567	0											1			6	1										
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"LORDS COVE, NEWFOUNDLAND"	46.881944	-55.673611	244.946									13		1			4	1										
	1929	11	18	20	32		4	3	1622	7.3			"n"	"SAINT PIERRE AND MIQUELON"		"SAINT PIERRE (FRENCH TERRITORY)"	46.767	-56.183	231.289											1	15	"R"												
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"BONAVISTA, NEWFOUNDLAND"	48.633	-53.1	491.22											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"SAINT PIERRE AND MIQUELON"		"MIQUELON (FRENCH TERRITORY)"	47.133	-56.383	273.159											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"ROCK HARBOUR, NEWFOUNDLAND"	47.183	-55.05	286.718											1										1	1	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"SHIP COVE, NEWFOUNDLAND"	47.097	-54.074	306.439											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"NH"	"EXETER, NH"	42.967	-70.933	1214.54											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"MA"	"BARNSTABLE, MA"	41.667	-70.25	1204.466											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"ME"	"PORTLAND, ME"	43.65	-70.25	1144.031											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"NJ"	"ATLANTIC CITY, NJ"	39.35	-74.417	1632.113	19	0	45	4	13				0.68		2														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"BURIN, NEWFOUNDLAND"	47.05	-55.183	269.868	18	23	5	2	33				4.57		1		"F"								1	16	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"LAMALINE, NEWFOUNDLAND"	46.867	-55.8	242.466									13		1			1	1										
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"PLACENTIA BAY, NEWFOUNDLAND"	47.25	-54.5	307.364									4.7		1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"LAWN, NEWFOUNDLAND"	46.933	-55.533	251.931									13		1										1				
	1929	11	18	20	32		4	3	1622	7.3			"n"	"SAINT PIERRE AND MIQUELON"		"ILE AUX MARINS (FRENCH TERRITORY)"	46.775	-56.179	232.158											1		"R"												
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"MA"	"BOSTON, MA"	42.333	-70.967	1236.349											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"MD"	"OCEAN CITY, MD"	38.333	-75.083	1737.032	19	0	23	3	51				0.3		2														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"ME"	"BAR HARBOR, ME"	44.383	-68.2	969.348											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"RI"	"BLOCK ISLAND, RI"	41.183	-71.567	1326.617											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"LUNENBURG, NOVA SCOTIA"	44.383	-64.316	661.547											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"LOUISBOURG, NOVA SCOTIA"	45.933	-59.966	340.257											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"MARTINIQUE (FRENCH TERRITORY)"		"LA TRINITE"	14.733	-60.967	3354.069											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"SC"	"CHARLESTON, SC"	32.75	-79.916	2451.941	19	2	20	5	48				0.12		2	30													
	1929	11	18	20	32		4	3	1622	7.3			"n"	"BERMUDA (UK TERRITORY)"		"THE FLATTS, BERMUDA"	32.317	-64.733	1568.363	18	22	32	2	0						1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"MORTIER BAY, NEWFOUNDLAND"	47.1667	-55.15	283.065											1										1				
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"STEPASIDE, NEWFOUNDLAND"	47.028	-55.155	268.018											1										1	1	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"BAY DE L'EAU, NEWFOUNDLAND"	47.6333	-54.91666	337.682											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"AZORES (PORTUGAL)"		"PONTA DELGADA"	37.735	-25.672	2640.658	19	0	55	4	23						2														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"KELLYS COVE, NEWFOUNDLAND"	47.03	-55.17	267.951											1			2	1						1	3	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"GLACE BAY, NOVA SCOTIA"	46.183	-59.967	351.91											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"SYDNEY, NOVA SCOTIA"	46.167	-60.167	365.017											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"COLLINS COVE, NEWFOUNDLAND"	47.03	-55.17	267.951											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"PORTUGAL"		"LAGOS"	37.1	-8.667	4018.081											2														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"POINT AU GAUL, NEWFOUNDLAND"	46.86	-55.73	242.101									3		1			8	1						1	3	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"PORT AU BRAS, NEWFOUNDLAND"	47.07	-55.13	273.015									13		1		"F"	7	1						1	11	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"SAINT LAWRENCE, NEWFOUNDLAND"	46.9	-55.383	250.274									13		1										1				
	1929	11	18	20	32		4	3	1622	7.3			"n"	"PORTUGAL"		"LEIXOES"	41.18	-8.7	3826.11	19	2	50	6	18						2														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"HALIFAX, NOVA SCOTIA"	44.633	-63.583	601.222	18	23	18	2	46				0.6		2	40													
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"TAYLOR'S BAY, NEWFOUNDLAND"	46.87888	-55.71555	244.291									13	13	1			6	1						1	11	1		1
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"CORBIN, NEWFOUNDLAND"	46.96	-55.241	259.104											1										1	1	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"CAPE LA HUNE, NEWFOUNDLAND"	47.55	-56.883	325.137											1										1		1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"L'ANSE AU LEAU, NEWFOUNDLAND"	47.04	-55.17	269.029											1										1	1	1		
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NS"	"CANSO, NOVA SCOTIA"	45.333	-61	400.511									0.6		1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"USA"	"ME"	"BELFAST, ME"	44.417	-69	1032.287											1														
	1929	11	18	20	32		4	3	1622	7.3			"n"	"CANADA"	"NL"	"SALMONIER, NEWFOUNDLAND"	47.22	-53.57	338.441									1.8		1														
	1930	1	3				0	1	3569	5.5			"n"	"CHINA"		"ZHENJIANG, JIANGSU PROVINCE"	32.209	119.434	3.357											7														
	1930	2	16				2	1	3619				"n"	"ALGERIA"		"NORTHERN COAST"																												
	1930	5	5	13	45	58	4	1	3052	7.3			"n"	"MYANMAR (BURMA)"		"PEGU (BAGO), SITTANG RIVER"	17.3	96.517	1.807									1.06		1			500	3						3		3		
	1930	6	19	13	7	27	3	1	1625	6			"n"	"INDONESIA"	"LAMPUNG"	"TELUKBETUNG, SUMATRA"	-5.45	105.267	16.986									1.5		1														
	1930	7	19	15	20	12	2	1	1626	6.5			"n"	"INDONESIA"	"EAST JAVA"	"BANSIRING (BESUKI)"	-7.75	113.683	184.396									0.1		2														
	1930	8	31	0	40	38	3	3	1627	5.2			"n"	"USA"	"CA"	"SANTA MONICA, CA"	34.008	-118.5	13.432									3.05		1														
	1930	8	31	0	40	38	3	3	1627	5.2			"n"	"USA"	"CA"	"REDONDO BEACH, CA"	33.829	-118.391	32.249											1			1	1										
	1930	8	31	0	40	38	3	3	1627	5.2			"n"	"USA"	"CA"	"VENICE, CA"	33.988	-118.472	16.469									3.05		1														
	1930	9	11	9	52		4	6	4218		26		"n"	"ITALY"		"PUNTA LENA"	38.773	15.2112	1.783									2.5	250	1			1	1										
	1930	9	11				1	1	1629				"n"	"INDONESIA"	"NORTH SULAWESI"	"AMURANG, SULAWESI"	1.18	124.574	2.256											1														
	1930	9	30	21	20	54.1	3	1	1630	6.6			"n"	"PAPUA NEW GUINEA"	"MADANG"	"KARKAR ISLAND"	-4.57	146	62.094											1														
	1930	11	5				3	1	3620				"n"	"KENYA"		"RAS SERANIA, MOMBASA"	-4.05	39.667	0									6		1														
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"RURUNAT"	-4.45	145.3833	368.549											1										1	7	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"SAPARA"	-4.483	145.417	373.229									7.6	275	1			7	1						2		2		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MANUS"	"SUMASUMA ISLAND, NINIGO ISLANDS"	-1.46	144.04125	33.796											1										1		1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"MADEIBUR"														1							3	1		1	12	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"SIMBINI VILLAGE"	-4.41667	145.347	363.757											1										1	24	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"KORAK"	-4.5333	145.485	381.024										450	1										1	18	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"MALALA"	-4.446	145.36	367.292											1										1	3	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"KARKAR ISLAND"	-4.57	146	407.99											1			15	1						1				
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MANUS"	"NUMU AREA, NINIGO ISLANDS"														1														
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"MERE"														1										1	2	1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MANUS"	"AWIN ISLAND, NINIGO ISLANDS"	-1.637	144.02	48.575									2.5		1										1		1		
	1930	12	23	21	35	36	4	1	1632	6.5			"n"	"PAPUA NEW GUINEA"	"MADANG"	"AWAR PLANTATION"	-4.13	144.865	319.176									3.6		1										1				
